id,run_id,timeStep,corridorRecommended
0,0,26,none
0,0,31,none
0,0,36,none
0,0,41,none
0,0,46,none
0,0,51,none
0,0,56,none
0,0,61,none
0,0,66,none
0,0,71,none
0,0,76,none
0,0,81,none
0,0,86,none
0,0,91,none
0,0,96,none
0,0,101,none
0,0,106,none
0,0,111,none
0,0,116,none
0,0,121,none
0,0,126,none
0,0,131,none
0,0,136,none
0,0,141,none
0,0,146,none
0,0,151,none
0,0,156,none
0,0,161,none
0,0,166,none
0,0,171,none
0,0,176,none
0,0,181,none
0,0,186,none
0,0,191,none
0,0,196,none
0,0,201,none
0,0,206,none
0,0,211,none
0,0,216,none
0,0,221,none
0,0,226,none
0,0,231,none
0,0,236,none
0,0,241,none
0,0,246,none
0,0,251,none
0,0,256,none
0,0,261,none
0,0,266,none
0,0,271,none
0,0,276,none
0,0,281,none
0,0,286,none
0,0,291,none
0,0,296,none
0,0,301,none
0,0,306,none
0,0,311,none
0,0,316,none
0,0,321,none
0,0,326,none
0,0,331,none
0,0,336,none
0,0,341,none
0,0,346,none
0,0,351,none
0,0,356,none
0,0,361,none
0,0,366,none
0,0,371,none
0,0,376,none
0,0,381,none
0,0,386,none
0,0,391,none
0,0,396,none
0,0,401,none
0,0,406,none
0,0,411,none
0,0,416,none
0,0,421,none
0,0,426,none
0,0,431,none
0,0,436,none
0,0,441,none
0,0,446,none
0,0,451,none
0,0,456,none
0,0,461,none
0,0,466,none
0,0,471,none
0,0,476,none
0,0,481,none
0,0,486,none
0,0,491,none
0,0,496,none
0,0,501,none
0,0,506,none
0,0,511,none
0,0,516,none
0,0,521,none
0,0,526,none
0,0,531,none
0,0,536,none
0,0,541,none
0,0,546,none
0,0,551,none
0,0,556,none
0,0,561,none
0,0,566,none
0,0,571,none
0,0,576,none
0,0,581,none
0,0,586,none
0,0,591,none
0,0,596,none
0,0,601,none
0,0,606,none
0,0,611,none
0,0,616,none
0,0,621,none
0,0,626,none
0,0,631,none
0,0,636,none
0,0,641,none
0,0,646,none
0,0,651,none
0,0,656,none
0,0,661,none
0,0,666,none
0,0,671,none
